157.55.39.138 - - [12/Jul/2021:00:00:27 -0400] "GET / HTTP/1.1" 301 586 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
216.49.30.192 - - [12/Jul/2021:00:56:21 -0400] "GET /wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-blog.js?ver=5.7.2 HTTP/1.1" 200 2569 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:21 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/library/Chart.js?ver=2.7.1 HTTP/1.1" 200 46570 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:21 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/library/jquery.easyPieChart.js?ver=2.1.7 HTTP/1.1" 200 1823 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/library/jquery.event.move.js?ver=2.0 HTTP/1.1" 200 2390 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-carousel.js?ver=5.7.2 HTTP/1.1" 200 1992 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/library/lottie.js?ver=5.7.1 HTTP/1.1" 200 65420 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-menu.js?ver=1 HTTP/1.1" 200 2615 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-popover.js?ver=5.7.2 HTTP/1.1" 200 691 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-progress.js?ver=1 HTTP/1.1" 200 732 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-syntax-highlighter.js?ver=1 HTTP/1.1" 200 1107 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-testimonials.js?ver=1 HTTP/1.1" 200 1056 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-toggles.js?ver=5.7.2 HTTP/1.1" 200 1195 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/library/lite-vimeo-embed.js?ver=5.7.2 HTTP/1.1" 200 1321 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/library/lite-yt-embed.js?ver=5.7.2 HTTP/1.1" 200 1187 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/library/flatpickr.js?ver=1 HTTP/1.1" 200 14462 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-form.js?ver=3.4.1 HTTP/1.1" 200 3306 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-form-logics.js?ver=3.4.1 HTTP/1.1" 200 1627 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-tabs.js?ver=1 HTTP/1.1" 200 1358 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-scroll-progress.js?ver=1 HTTP/1.1" 200 813 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-recent-posts.js?ver=1 HTTP/1.1" 200 1245 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-lottie.js?ver=1 HTTP/1.1" 200 946 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-modal.js?ver=1 HTTP/1.1" 200 1247 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-google-map.js?ver=1 HTTP/1.1" 200 673 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-image-before-after.js?ver=1.0 HTTP/1.1" 200 1452 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-gallery.js?ver=1 HTTP/1.1" 200 1120 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-flip-boxes.js?ver=1 HTTP/1.1" 200 1029 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-counters-circle.js?ver=1 HTTP/1.1" 200 1254 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-counters-box.js?ver=1 HTTP/1.1" 200 903 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-countdown.js?ver=1 HTTP/1.1" 200 700 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-content-boxes.js?ver=1 HTTP/1.1" 200 1319 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-chart.js?ver=1 HTTP/1.1" 200 2097 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/assets/min/js/general/avada-elastic-slider.js?ver=7.4.1 HTTP/1.1" 200 604 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/assets/min/js/general/avada-fade.js?ver=7.4.1 HTTP/1.1" 200 617 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/assets/min/js/general/avada-parallax-footer.js?ver=7.4.1 HTTP/1.1" 200 1112 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/assets/min/js/general/avada-drop-down.js?ver=7.4.1 HTTP/1.1" 200 1509 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/assets/min/js/general/avada-sliding-bar.js?ver=7.4.1 HTTP/1.1" 200 1305 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/assets/min/js/general/avada-to-top.js?ver=7.4.1 HTTP/1.1" 200 831 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:22 -0400] "GET /wp-content/themes/Avada/assets/min/js/general/avada-custom-header.js?ver=7.4.1 HTTP/1.1" 200 490 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/min/js/library/bootstrap.scrollspy.js?ver=3.3.2 HTTP/1.1" 200 1438 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/min/js/general/avada-scrollspy.js?ver=7.4.1 HTTP/1.1" 200 701 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-responsive-typography.js?ver=1 HTTP/1.1" 200 1440 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-scroll-to-anchor.js?ver=1 HTTP/1.1" 200 2137 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/includes/lib/assets/min/js/general/fusion-general-global.js?ver=1 HTTP/1.1" 200 627 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-container.js?ver=1 HTTP/1.1" 200 3476 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-video.js?ver=1 HTTP/1.1" 200 1046 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-column.js?ver=1 HTTP/1.1" 200 660 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/plugins/fusion-builder/assets/js/min/general/fusion-column-bg-image.js?ver=1 HTTP/1.1" 200 1633 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/uploads/2021/07/nepadesigns_logo2x.png HTTP/1.1" 200 179506 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/min-2c-max-3c.min.css?ver=7.4.1 HTTP/1.1" 200 660 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/min-3c-max-4c.min.css?ver=7.4.1 HTTP/1.1" 200 640 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 23008 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?fb-edit=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/min-4c-max-5c.min.css?ver=7.4.1 HTTP/1.1" 200 608 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/min-5c-max-6c.min.css?ver=7.4.1 HTTP/1.1" 200 569 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/min-shbp.min.css?ver=7.4.1 HTTP/1.1" 304 201 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/min-768-max-1024-p.min.css?ver=7.4.1 HTTP/1.1" 200 2753 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/min-768-max-1024-l.min.css?ver=7.4.1 HTTP/1.1" 200 531 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/min-sh-cbp.min.css?ver=7.4.1 HTTP/1.1" 200 658 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
216.49.30.192 - - [12/Jul/2021:00:56:23 -0400] "GET /wp-content/themes/Avada/assets/css/media/max-640.min.css?ver=7.4.1 HTTP/1.1" 200 1326 "https://www.nepadesigns.com/index.php/fusion_tb_section/custom-homepage-ptb/?builder=true&builder_id=00d2fab743040ce64c7748c51705e72a" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
